0	128
1	128
2	128
3	128
4	128
5	128
6	128
7	128
8	128
9	128
10	128
11	128
12	128
13	129
14	128
15	128
16	127
17	131
18	125
19	182
20	219
21	144
22	124
23	129
24	127
25	127
26	126
27	128
28	128
29	127
30	126
31	127
32	127
33	127
34	127
35	127
36	127
37	127
38	127
39	126
40	127
41	127
42	127
43	127
44	127
45	127
46	128
47	127
48	127
49	127
50	127
51	127
52	127
53	127
54	127
55	127
56	128
57	127
58	127
59	127
60	127
61	127
62	126
63	127
64	128
65	128
66	127
67	127
68	128
69	128
70	127
71	127
72	128
73	129
74	128
75	127
76	127
77	128
78	128
79	128
80	127
81	127
82	128
83	128
84	127
85	127
86	128
87	128
88	128
89	127
90	128
91	129
92	128
93	127
94	128
95	129
96	128
97	127
98	128
99	128
100	129
101	128
102	128
103	128
104	128
105	128
106	128
107	127
108	128
109	128
110	128
111	127
112	128
113	128
114	128
115	127
116	127
117	128
118	128
119	128
120	128
121	128
122	128
123	128
124	128
125	128
126	128
127	128
128	129
129	128
130	128
131	128
132	128
133	129
134	128
135	128
136	128
137	128
138	128
139	128
140	128
141	128
142	128
143	128
144	128
145	128
146	128
147	127
148	128
149	128
150	128
151	128
152	127
153	127
154	128
155	128
156	128
157	127
158	127
159	128
160	128
161	128
162	127
163	127
164	127
165	127
166	128
167	128
168	128
169	127
170	127
171	128
172	129
173	127
174	126
175	127
176	128
177	127
178	127
179	127
180	127
181	127
182	127
183	127
184	127
185	127
186	126
187	127
188	128
189	128
190	127
191	127
192	127
193	128
194	128
195	127
196	126
197	127
198	128
199	127
200	126
201	126
202	127
203	127
204	128
205	127
206	127
207	127
208	127
209	128
210	128
211	128
212	127
213	127
214	128
215	128
216	128
217	127
218	127
219	127
220	128
221	128
222	127
223	127
224	127
225	128
226	128
227	128
228	127
229	127
230	127
231	128
232	128
233	128
234	127
235	127
236	128
237	128
238	128
239	127
240	127
241	128
242	128
243	127
244	127
245	127
246	127
247	128
248	127
249	127
250	127
251	127
252	127
253	127
254	127
255	127
256	127
257	127
258	128
259	128
260	127
261	127
262	127
263	128
264	128
265	127
266	127
267	127
268	127
269	128
270	128
271	127
272	127
273	127
274	128
275	128
276	128
277	128
278	128
279	128
280	128
281	128
282	127
283	127
284	127
285	127
286	128
287	127
288	126
289	126
290	127
291	128
292	127
293	127
294	126
295	126
296	127
297	127
298	127
299	126
300	126
301	127
302	127
303	126
304	126
305	126
306	126
307	127
308	127
309	126
310	126
311	126
312	127
313	127
314	126
315	126
316	126
317	126
318	126
319	126
320	126
321	125
322	125
323	126
324	126
325	125
326	125
327	125
328	126
329	126
330	125
331	125
332	125
333	126
334	126
335	126
336	125
337	125
338	125
339	126
340	125
341	125
342	125
343	125
344	126
345	126
346	125
347	125
348	125
349	125
350	126
351	126
352	125
353	125
354	125
355	126
356	126
357	125
358	125
359	125
360	126
361	126
362	126
363	125
364	125
365	125
366	126
367	126
368	125
369	125
370	125
371	126
372	126
373	126
374	125
375	125
376	125
377	126
378	126
379	126
380	125
381	125
382	126
383	127
384	126
385	125
386	125
387	126
388	126
389	126
390	126
391	126
392	126
393	126
394	126
395	126
396	126
397	125
398	126
399	126
400	126
401	124
402	125
403	126
404	126
405	126
406	125
407	125
408	125
409	125
410	126
411	125
412	125
413	125
414	125
415	125
416	125
417	124
418	124
419	124
420	125
421	125
422	124
423	123
424	124
425	125
426	125
427	124
428	124
429	124
430	124
431	125
432	124
433	124
434	124
435	124
436	125
437	125
438	124
439	124
440	124
441	124
442	125
443	125
444	124
445	123
446	124
447	125
448	125
449	124
450	124
451	124
452	125
453	125
454	125
455	124
456	124
457	125
458	126
459	125
460	124
461	124
462	125
463	125
464	125
465	125
466	125
467	124
468	124
469	125
470	125
471	124
472	124
473	125
474	125
475	125
476	124
477	124
478	124
479	125
480	126
481	124
482	124
483	125
484	125
485	125
486	125
487	125
488	125
489	125
490	125
491	125
492	125
493	125
494	125
495	125
496	126
497	125
498	125
499	124
500	125
501	126
502	126
503	124
504	125
505	125
506	125
507	125
508	125
509	125
510	125
511	125
512	126
513	126
514	125
515	125
516	125
517	126
518	126
519	125
520	125
521	125
522	126
523	126
524	126
525	125
526	126
527	126
528	127
529	127
530	126
531	126
532	126
533	126
534	127
535	126
536	126
537	126
538	126
539	127
540	127
541	126
542	125
543	127
544	127
545	127
546	126
547	126
548	127
549	127
550	127
551	127
552	127
553	127
554	127
555	127
556	127
557	127
558	126
559	127
560	127
561	128
562	127
563	126
564	126
565	128
566	128
567	127
568	127
569	127
570	128
571	129
572	128
573	127
574	128
575	128
576	128
577	128
578	128
579	128
580	128
581	128
582	129
583	129
584	128
585	127
586	128
587	129
588	129
589	128
590	127
591	127
592	128
593	129
594	128
595	127
596	128
597	129
598	129
599	129
600	128
601	129
602	129
603	129
604	129
605	129
606	129
607	128
608	129
609	130
610	129
611	128
612	128
613	129
614	130
615	130
616	129
617	128
618	129
619	130
620	130
621	128
622	128
623	129
624	129
625	129
626	129
627	129
628	128
629	128
630	129
631	129
632	129
633	128
634	128
635	129
636	130
637	129
638	128
639	128
640	129
641	129
642	129
643	128
644	128
645	129
646	129
647	129
648	128
649	128
650	128
651	128
652	128
653	128
654	128
655	128
656	128
657	128
658	129
659	127
660	127
661	128
662	128
663	129
664	127
665	126
666	127
667	128
668	128
669	127
670	127
671	127
672	128
673	128
674	127
675	127
676	127
677	127
678	127
679	127
680	128
681	127
682	126
683	127
684	128
685	128
686	127
687	126
688	127
689	128
690	128
691	127
692	126
693	127
694	128
695	128
696	126
697	126
698	128
699	127
700	127
701	127
702	127
703	127
704	126
705	127
706	127
707	127
708	127
709	126
710	127
711	127
712	128
713	127
714	126
715	126
716	128
717	128
718	127
719	126
720	127
721	128
722	127
723	127
724	127
725	128
726	127
727	127
728	127
729	127
730	127
731	126
732	126
733	127
734	128
735	126
736	126
737	127
738	128
739	128
740	126
741	126
742	127
743	128
744	128
745	127
746	126
747	127
748	128
749	127
750	126
751	127
752	128
753	127
754	126
755	127
756	128
757	127
758	126
759	126
760	128
761	128
762	126
763	126
764	127
765	127
766	127
767	127
768	127
769	127
770	127
771	128
772	127
773	127
774	127
775	128
776	127
777	127
778	127
779	127
780	127
781	127
782	127
783	127
784	127
785	127
786	127
787	127
788	128
789	127
790	127
791	127
792	127
793	128
794	127
795	127
796	127
797	128
798	128
799	127
800	127
801	127
802	128
803	127
804	127
805	127
806	128
807	127
808	127
809	127
810	128
811	127
812	127
813	127
814	127
815	128
816	127
817	127
818	127
819	127
820	128
821	128
822	127
823	127
824	128
825	128
826	127
827	127
828	128
829	128
830	128
831	128
832	128
833	128
834	127
835	127
836	128
837	128
838	127
839	127
840	127
841	128
842	128
843	127
844	127
845	127
846	128
847	128
848	128
849	127
850	127
851	128
852	128
853	127
854	127
855	128
856	127
857	128
858	128
859	128
860	128
861	128
862	128
863	129
864	128
865	128
866	128
867	128
868	128
869	128
870	128
871	127
872	127
873	128
874	128
875	127
876	127
877	127
878	128
879	127
880	127
881	127
882	127
883	127
884	127
885	128
886	128
887	127
888	126
889	127
890	128
891	128
892	127
893	126
894	127
895	128
896	128
897	127
898	126
899	127
900	127
901	127
902	127
903	127
904	127
905	126
906	127
907	127
908	127
909	126
910	126
911	127
912	127
913	127
914	126
915	126
916	127
917	127
918	127
919	126
920	126
921	127
922	127
923	127
924	126
925	126
926	127
927	127
928	127
929	127
930	127
931	127
932	127
933	127
934	127
935	127
936	126
937	127
938	127
939	128
940	127
941	127
942	127
943	127
944	128
945	127
946	126
947	126
948	127
949	128
950	127
951	127
952	127
953	127
954	127
955	128
956	127
957	127
958	127
959	128
960	128
961	128
962	127
963	127
964	128
965	128
966	128
967	127
968	127
969	127
970	128
971	128
972	128
973	127
974	127
975	128
976	128
977	128
978	127
979	127
980	128
